Time,CpuTime (minutes),Memory (MB),Memory_Percentage,CPU_Percentage,Requests,Http5xx,Http4xx,AverageResponseTime
2025-03-21 02:18:00,12.22,50.01,2.79,244.40,1.00,0,0,0.01
2025-03-21 02:23:00,12.05,49.66,2.77,241.00,1.00,0,0,0.00
2025-03-21 02:28:00,13.16,49.26,2.75,263.13,1.00,0,0,0.01
2025-03-21 02:33:00,14.79,48.68,2.72,295.73,1.00,0,0,0.01
2025-03-21 02:38:00,15.92,49.46,2.76,318.33,1.00,0,0,0.00
2025-03-21 02:43:00,15.20,48.01,2.68,304.07,1.00,0,0,0.02
2025-03-21 02:48:00,13.49,48.18,2.69,269.80,1.00,0,0,0.00
2025-03-21 02:53:00,13.91,47.37,2.64,278.13,1.00,0,0,0.02
2025-03-21 02:58:00,13.65,47.16,2.63,273.00,1.00,0,0,0.00
2025-03-21 03:03:00,13.82,47.80,2.67,276.47,1.00,0,0,0.01
2025-03-21 03:08:00,13.12,48.14,2.69,262.33,1.00,0,0,0.01
2025-03-21 03:13:00,14.44,47.43,2.65,288.73,1.00,0,0,0.01
2025-03-21 03:18:00,13.48,48.29,2.69,269.60,1.00,0,0,0.01
2025-03-21 03:23:00,13.19,47.47,2.65,263.73,1.00,0,0,0.07
2025-03-21 03:28:00,13.46,47.15,2.63,269.13,1.00,0,0,0.01
2025-03-21 03:33:00,13.96,48.11,2.68,279.13,1.00,0,0,0.01
2025-03-21 03:38:00,14.04,48.21,2.69,280.87,1.00,0,0,0.01
2025-03-21 03:43:00,13.67,47.61,2.66,273.33,1.00,0,0,0.02
2025-03-21 03:48:00,12.79,48.21,2.69,255.80,1.00,0,0,0.01
2025-03-21 03:53:00,12.21,48.02,2.68,244.13,1.00,0,0,0.02
2025-03-21 03:58:00,12.87,47.67,2.66,257.40,1.00,0,0,0.01
2025-03-21 04:03:00,12.98,47.95,2.68,259.67,1.00,0,0,0.01
2025-03-21 04:08:00,12.46,47.14,2.63,249.13,1.00,0,0,0.00
2025-03-21 04:13:00,13.36,47.56,2.65,267.27,1.00,0,0,0.00
2025-03-21 04:18:00,12.99,48.02,2.68,259.87,1.00,0,0,0.02
2025-03-21 04:23:00,12.55,47.63,2.66,251.07,1.00,0,0,0.01
2025-03-21 04:28:00,12.76,48.37,2.70,255.27,1.00,0,0,0.03
2025-03-21 04:33:00,12.63,47.59,2.66,252.60,1.00,0,0,0.01
2025-03-21 04:38:00,12.36,47.70,2.66,247.27,1.00,0,0,0.01
2025-03-21 04:43:00,12.12,47.74,2.66,242.40,1.00,0,0,0.01
2025-03-21 04:48:00,11.80,46.51,2.60,235.93,1.00,0,0,0.01
2025-03-21 04:53:00,12.89,47.05,2.63,257.87,1.00,0,0,0.01
2025-03-21 04:58:00,12.41,47.14,2.63,248.20,1.00,0,0,0.00
2025-03-21 05:03:00,12.06,48.13,2.69,241.13,1.00,0,0,0.01
2025-03-21 05:08:00,12.62,48.40,2.70,252.40,1.00,0,0,0.04
2025-03-21 05:13:00,13.00,47.57,2.65,259.93,1.00,0,0,0.01
2025-03-21 05:18:00,13.11,48.17,2.69,262.27,1.00,0,0,0.00
2025-03-21 05:23:00,12.32,48.11,2.68,246.47,1.00,0,0,0.01
2025-03-21 05:28:00,12.19,47.06,2.63,243.73,1.00,0,0,0.04
2025-03-21 05:33:00,12.28,48.15,2.69,245.60,1.00,0,0,0.03
2025-03-21 05:38:00,12.45,47.37,2.64,249.07,1.00,0,0,0.01
2025-03-21 05:43:00,12.36,47.63,2.66,247.13,1.00,0,0,0.01
2025-03-21 05:48:00,13.17,47.60,2.66,263.47,1.00,0,0,0.02
2025-03-21 05:53:00,13.88,47.44,2.65,277.60,1.00,0,0,0.01
2025-03-21 05:58:00,14.30,47.95,2.68,285.93,1.00,0,0,0.02
2025-03-21 06:03:00,14.07,47.76,2.67,281.40,1.00,0,0,0.02
2025-03-21 06:08:00,12.54,47.63,2.66,250.73,1.00,0,0,0.01
2025-03-21 06:13:00,12.82,47.87,2.67,256.40,1.00,0,0,0.01
2025-03-21 06:18:00,13.41,48.94,2.73,268.20,1.00,0,0,0.02
2025-03-21 06:23:00,12.25,48.34,2.70,245.00,1.00,0,0,0.08
2025-03-21 06:28:00,12.89,47.51,2.65,257.80,1.00,0,0,0.01
2025-03-21 06:33:00,12.96,48.47,2.70,259.13,1.00,0,0,0.01
2025-03-21 06:38:00,11.93,48.51,2.71,238.60,1.00,0,0,0.00
2025-03-21 06:43:00,11.88,48.08,2.68,237.53,1.00,0,0,0.04
2025-03-21 06:48:00,11.97,48.02,2.68,239.47,1.00,0,0,0.01
2025-03-21 06:53:00,11.96,48.46,2.70,239.13,1.00,0,0,0.01
2025-03-21 06:58:00,12.46,47.38,2.64,249.27,1.00,0,0,0.01
2025-03-21 07:03:00,12.26,49.04,2.74,245.20,1.00,0,0,0.01
2025-03-21 07:08:00,11.96,48.30,2.70,239.27,1.00,0,0,0.02
2025-03-21 07:13:00,12.15,48.29,2.69,243.00,1.00,0,0,0.01
2025-03-21 07:18:00,12.51,48.61,2.71,250.20,1.00,0,0,0.02
2025-03-21 07:23:00,11.60,47.58,2.66,232.07,1.00,0,0,0.01
2025-03-21 07:28:00,12.15,47.53,2.65,242.93,1.00,0,0,0.01
2025-03-21 07:33:00,12.11,48.91,2.73,242.20,1.00,0,0,0.01
2025-03-21 07:38:00,11.68,48.57,2.71,233.53,1.00,0,0,0.03
2025-03-21 07:43:00,12.45,47.91,2.67,249.00,1.00,0,0,0.02
2025-03-21 07:48:00,12.33,48.45,2.70,246.53,1.00,0,0,0.01
2025-03-21 07:53:00,11.98,48.55,2.71,239.53,1.00,0,0,0.02
2025-03-21 07:58:00,12.64,51.46,2.87,252.87,1.00,0,0,0.01
2025-03-21 08:03:00,12.38,68.78,3.84,247.67,1.00,0,0,0.01
2025-03-21 08:08:00,11.95,69.58,3.88,239.07,1.00,0,0,0.02
2025-03-21 08:13:00,12.36,68.64,3.83,247.13,1.00,0,0,0.00
2025-03-21 08:18:00,12.38,69.14,3.86,247.60,1.00,0,0,0.01
2025-03-21 08:23:00,12.20,69.21,3.86,244.07,1.00,0,0,0.03
2025-03-21 08:28:00,12.01,68.99,3.85,240.13,1.00,0,0,0.02
2025-03-21 08:33:00,11.85,68.80,3.84,237.00,1.00,0,0,0.02
2025-03-21 08:38:00,12.20,67.99,3.79,244.00,1.00,0,0,0.01
2025-03-21 08:43:00,13.50,67.70,3.78,270.07,1.00,0,0,0.01
2025-03-21 08:48:00,12.78,67.44,3.76,255.60,1.00,0,0,0.01
2025-03-21 08:53:00,12.40,67.95,3.79,248.07,1.00,0,0,0.01
2025-03-21 08:58:00,12.76,67.42,3.76,255.13,1.00,0,0,0.01
2025-03-21 09:03:00,14.51,68.78,3.84,290.13,1.00,0,0,0.00
2025-03-21 09:08:00,13.48,67.27,3.75,269.67,1.00,0,0,0.01
2025-03-21 09:13:00,13.64,67.58,3.77,272.87,1.00,0,0,0.01
2025-03-21 09:18:00,13.09,68.68,3.83,261.80,1.00,0,0,0.01
2025-03-21 09:23:00,13.88,67.42,3.76,277.67,1.00,0,0,0.01
2025-03-21 09:28:00,12.78,67.10,3.74,255.53,1.00,0,0,0.01
2025-03-21 09:33:00,13.15,66.81,3.73,263.07,1.00,0,0,0.01
2025-03-21 09:38:00,13.12,66.65,3.72,262.40,1.00,0,0,0.01
2025-03-21 09:43:00,13.19,65.94,3.68,263.73,1.00,0,0,0.02
2025-03-21 09:48:00,12.41,66.97,3.74,248.13,1.00,0,0,0.01
2025-03-21 09:53:00,11.91,66.42,3.71,238.27,1.00,0,0,0.01
2025-03-21 09:58:00,12.14,67.72,3.78,242.73,1.00,0,0,0.04
2025-03-21 10:03:00,12.86,67.05,3.74,257.27,1.00,0,0,0.01
2025-03-21 10:08:00,12.59,66.15,3.69,251.80,1.00,0,0,0.02
2025-03-21 10:13:00,12.51,67.76,3.78,250.27,1.00,0,0,0.01
2025-03-21 10:18:00,12.12,67.61,3.77,242.33,1.00,0,0,0.01
2025-03-21 10:23:00,11.89,67.72,3.78,237.87,1.00,0,0,0.01
2025-03-21 10:28:00,12.13,66.44,3.71,242.67,1.00,0,0,0.01
2025-03-21 10:33:00,13.16,67.21,3.75,263.20,1.00,0,0,0.03
2025-03-21 10:38:00,11.91,67.25,3.75,238.20,1.00,0,0,0.01
2025-03-21 10:43:00,12.02,68.05,3.80,240.33,1.00,0,0,0.01
2025-03-21 10:48:00,12.21,67.84,3.79,244.13,1.00,0,0,0.01
2025-03-21 10:53:00,12.07,67.71,3.78,241.47,1.00,0,0,0.06
2025-03-21 10:58:00,12.13,65.85,3.67,242.53,1.00,0,0,0.02
2025-03-21 11:03:00,12.84,65.72,3.67,256.80,1.00,0,0,0.01
2025-03-21 11:08:00,12.81,66.18,3.69,256.13,1.00,0,0,0.01
2025-03-21 11:13:00,13.37,66.13,3.69,267.40,1.00,0,0,0.02
2025-03-21 11:18:00,13.56,64.60,3.60,271.20,1.00,0,0,0.01
2025-03-21 11:23:00,12.77,63.89,3.57,255.40,1.00,0,0,0.02
2025-03-21 11:28:00,12.92,63.88,3.56,258.33,1.00,0,0,0.00
2025-03-21 11:33:00,13.26,63.88,3.57,265.13,1.00,0,0,0.02
2025-03-21 11:38:00,13.82,63.68,3.55,276.40,1.00,0,0,0.03
2025-03-21 11:43:00,14.04,63.54,3.55,280.87,1.00,0,0,0.05
2025-03-21 11:48:00,13.58,63.60,3.55,271.60,1.00,0,0,0.01
2025-03-21 11:53:00,13.77,63.05,3.52,275.47,1.00,0,0,0.03
2025-03-21 11:58:00,13.29,61.45,3.43,265.87,1.00,0,0,0.01
2025-03-21 12:03:00,12.81,61.63,3.44,256.27,1.00,0,0,0.02
2025-03-21 12:08:00,12.53,61.39,3.43,250.60,1.00,0,0,0.02
2025-03-21 12:13:00,13.13,60.99,3.40,262.60,1.00,0,0,0.07
2025-03-21 12:18:00,13.21,62.67,3.50,264.20,1.00,0,0,0.01
2025-03-21 12:23:00,12.63,62.67,3.50,252.53,1.00,0,0,0.02
2025-03-21 12:28:00,14.49,62.15,3.47,289.87,1.00,0,0,0.00
2025-03-21 12:33:00,13.31,62.05,3.46,266.20,1.00,0,0,0.00
2025-03-21 12:38:00,14.54,61.87,3.45,290.73,1.00,0,0,0.02
2025-03-21 12:43:00,14.82,61.56,3.44,296.47,1.00,0,0,0.01
2025-03-21 12:48:00,14.70,60.96,3.40,294.00,1.00,0,0,0.02
2025-03-21 12:53:00,14.60,59.93,3.34,291.93,1.00,0,0,0.02
2025-03-21 12:58:00,14.39,59.96,3.35,287.73,1.00,0,0,0.01
2025-03-21 13:03:00,13.60,60.74,3.39,272.07,1.00,0,0,0.01
2025-03-21 13:08:00,14.48,60.47,3.37,289.60,1.00,0,0,0.01
2025-03-21 13:13:00,14.04,60.19,3.36,280.73,1.00,0,0,0.01
2025-03-21 13:18:00,14.49,60.20,3.36,289.87,1.00,0,0,0.01
2025-03-21 13:23:00,13.81,59.98,3.35,276.13,1.00,0,0,0.01
2025-03-21 13:28:00,14.28,61.96,3.46,285.53,1.00,0,0,0.03
2025-03-21 13:33:00,25.44,72.38,4.04,508.80,1.00,0,0,0.01
2025-03-21 13:38:00,13.51,74.33,4.15,270.20,1.00,0,0,0.01
2025-03-21 13:43:00,14.03,71.44,3.99,280.60,1.00,0,0,0.00
2025-03-21 13:48:00,13.87,65.39,3.65,277.47,1.00,0,0,0.01
2025-03-21 13:53:00,13.55,59.84,3.34,271.00,1.00,0,0,0.02
2025-03-21 13:58:00,14.07,58.40,3.26,281.33,1.00,0,0,0.02
2025-03-21 14:03:00,13.86,56.75,3.17,277.27,1.00,0,0,0.04
2025-03-21 14:08:00,14.24,57.55,3.21,284.80,1.00,0,0,0.03
2025-03-21 14:13:00,13.64,56.89,3.17,272.80,1.00,0,0,0.02
2025-03-21 14:18:00,14.06,57.73,3.22,281.20,1.00,0,0,0.01
2025-03-21 14:23:00,13.86,57.94,3.23,277.13,1.00,0,0,0.03
2025-03-21 14:28:00,14.18,56.87,3.17,283.67,1.00,0,0,0.01
2025-03-21 14:33:00,13.23,56.61,3.16,264.60,1.00,0,0,0.01
2025-03-21 14:38:00,12.95,56.36,3.15,259.07,1.00,0,0,0.01
2025-03-21 14:43:00,13.17,55.97,3.12,263.47,1.00,0,0,0.02
2025-03-21 14:48:00,13.46,55.77,3.11,269.13,1.00,0,0,0.01
2025-03-21 14:53:00,13.94,55.74,3.11,278.73,1.00,0,0,0.01
2025-03-21 14:58:00,13.63,54.52,3.04,272.67,1.00,0,0,0.02
2025-03-21 15:03:00,13.89,54.34,3.03,277.80,1.00,0,0,0.01
2025-03-21 15:08:00,13.46,55.14,3.08,269.20,1.00,0,0,0.02
2025-03-21 15:13:00,13.68,54.81,3.06,273.67,1.00,0,0,0.01
2025-03-21 15:18:00,13.93,55.21,3.08,278.53,1.00,0,0,0.02
2025-03-21 15:23:00,13.94,54.99,3.07,278.87,1.00,0,0,0.02
2025-03-21 15:28:00,14.12,54.15,3.02,282.33,1.00,0,0,0.01
2025-03-21 15:33:00,13.75,53.97,3.01,275.07,1.00,0,0,0.01
2025-03-21 15:38:00,12.85,54.72,3.05,256.93,1.00,0,0,0.01
2025-03-21 15:43:00,13.28,53.58,2.99,265.67,1.00,0,0,0.04
2025-03-21 15:48:00,13.51,54.23,3.03,270.20,1.00,0,0,0.08
2025-03-21 15:53:00,13.83,52.78,2.95,276.60,1.00,0,0,0.07
2025-03-21 15:58:00,14.08,52.54,2.93,281.67,1.00,0,0,0.01
2025-03-21 16:03:00,13.79,52.10,2.91,275.87,1.00,0,0,0.01
2025-03-21 16:08:00,14.05,52.48,2.93,280.93,1.00,0,0,0.04
2025-03-21 16:13:00,14.14,52.19,2.91,282.87,1.00,0,0,0.02
2025-03-21 16:18:00,14.69,53.56,2.99,293.80,1.00,0,0,0.01
2025-03-21 16:23:00,13.96,52.80,2.95,279.13,1.00,0,0,0.03
2025-03-21 16:28:00,14.18,52.24,2.91,283.60,1.00,0,0,0.03
2025-03-21 16:33:00,13.54,52.15,2.91,270.87,1.00,0,0,0.04
2025-03-21 16:38:00,12.96,52.28,2.92,259.20,1.00,0,0,0.01
2025-03-21 16:43:00,13.93,52.57,2.93,278.67,1.00,0,0,0.03
2025-03-21 16:48:00,13.55,52.10,2.91,270.93,1.00,0,0,0.01
2025-03-21 16:53:00,13.71,51.40,2.87,274.13,1.00,0,0,0.01
2025-03-21 16:58:00,13.97,52.10,2.91,279.33,1.00,0,0,0.02
2025-03-21 17:03:00,13.52,53.03,2.96,270.33,1.00,0,0,0.00
2025-03-21 17:08:00,13.59,52.82,2.95,271.73,1.00,0,0,0.01
2025-03-21 17:13:00,14.53,52.94,2.95,290.60,1.00,0,0,0.03
2025-03-21 17:18:00,13.72,52.56,2.93,274.47,1.00,0,0,0.01
2025-03-21 17:23:00,13.51,52.11,2.91,270.13,1.00,0,0,0.00
2025-03-21 17:28:00,13.92,51.24,2.86,278.40,1.00,0,0,0.02
2025-03-21 17:33:00,13.50,52.13,2.91,270.07,1.00,0,0,0.01
2025-03-21 17:38:00,14.89,52.67,2.94,297.80,1.00,0,0,0.01
2025-03-21 17:43:00,13.70,51.49,2.87,274.00,1.00,0,0,0.00
2025-03-21 17:48:00,13.88,51.93,2.90,277.53,1.00,0,0,0.01
2025-03-21 17:53:00,13.75,51.62,2.88,275.07,1.00,0,0,0.00
2025-03-21 17:58:00,13.93,52.48,2.93,278.60,1.00,0,0,0.00
2025-03-21 18:03:00,14.00,51.56,2.88,280.00,1.00,0,0,0.01
2025-03-21 18:08:00,13.73,52.03,2.90,274.53,1.00,0,0,0.00
2025-03-21 18:13:00,13.63,51.44,2.87,272.60,1.00,0,0,0.02
2025-03-21 18:18:00,13.78,50.48,2.82,275.60,1.00,0,0,0.02
2025-03-21 18:23:00,13.95,50.49,2.82,278.93,1.00,0,0,0.01
2025-03-21 18:28:00,13.97,50.29,2.81,279.33,1.00,0,0,0.03
2025-03-21 18:33:00,13.65,50.31,2.81,273.07,1.00,0,0,0.02
2025-03-21 18:38:00,14.06,50.84,2.84,281.13,1.00,0,0,0.02
2025-03-21 18:43:00,14.30,50.96,2.84,285.93,1.00,0,0,0.00
2025-03-21 18:48:00,13.43,50.47,2.82,268.67,1.00,0,0,0.00
2025-03-21 18:53:00,14.39,50.84,2.84,287.87,1.00,0,0,0.02
2025-03-21 18:58:00,14.37,51.18,2.86,287.33,1.00,0,0,0.02
2025-03-21 19:03:00,14.25,50.88,2.84,284.93,1.00,0,0,0.00
2025-03-21 19:08:00,14.01,51.51,2.87,280.20,1.00,0,0,0.01
2025-03-21 19:13:00,13.92,50.41,2.81,278.40,1.00,0,0,0.01
2025-03-21 19:18:00,14.45,51.35,2.87,288.93,1.00,0,0,0.02
2025-03-21 19:23:00,13.18,52.04,2.90,263.67,1.00,0,0,0.02
2025-03-21 19:28:00,14.40,52.17,2.91,288.07,2.00,0,0,0.09
2025-03-21 19:33:00,13.42,50.77,2.83,268.40,1.00,0,0,0.01
2025-03-21 19:38:00,13.41,51.06,2.85,268.20,1.00,0,0,0.01
2025-03-21 19:43:00,14.01,50.42,2.81,280.20,1.00,0,0,0.02
2025-03-21 19:48:00,13.52,51.70,2.88,270.40,1.00,0,0,0.04
2025-03-21 19:53:00,13.82,51.18,2.86,276.47,1.00,0,0,0.01
2025-03-21 19:58:00,13.88,51.81,2.89,277.60,1.00,0,0,0.01
2025-03-21 20:03:00,13.65,51.29,2.86,273.07,1.00,0,0,0.05
2025-03-21 20:08:00,13.24,52.22,2.91,264.87,1.00,0,0,0.01
2025-03-21 20:13:00,13.46,51.60,2.88,269.27,1.00,0,0,0.02
2025-03-21 20:18:00,13.22,52.05,2.90,264.40,1.00,0,0,0.01
2025-03-21 20:23:00,13.51,51.60,2.88,270.27,1.00,0,0,0.02
2025-03-21 20:28:00,13.69,51.46,2.87,273.73,1.00,0,0,0.01
2025-03-21 20:33:00,13.78,52.14,2.91,275.60,1.00,0,0,0.01
2025-03-21 20:38:00,13.87,52.64,2.94,277.40,1.00,0,0,0.01
2025-03-21 20:43:00,13.79,51.97,2.90,275.87,1.00,0,0,0.01
2025-03-21 20:48:00,15.59,52.15,2.91,311.87,1.00,0,0,0.01
2025-03-21 20:53:00,14.06,50.74,2.83,281.27,1.00,0,0,0.02
2025-03-21 20:58:00,14.56,50.27,2.81,291.27,1.00,0,0,0.01
2025-03-21 21:03:00,14.47,49.79,2.78,289.33,1.00,0,0,0.02
2025-03-21 21:08:00,14.63,51.06,2.85,292.67,1.00,0,0,0.01
2025-03-21 21:13:00,13.96,49.21,2.75,279.13,1.00,0,0,0.01
2025-03-21 21:18:00,14.62,50.61,2.82,292.40,1.00,0,0,0.02
2025-03-21 21:23:00,14.39,49.94,2.79,287.87,1.00,0,0,0.03
2025-03-21 21:28:00,14.54,49.65,2.77,290.73,1.00,0,0,0.01
2025-03-21 21:33:00,14.29,49.25,2.75,285.73,1.00,0,0,0.01
2025-03-21 21:38:00,15.05,49.35,2.75,301.07,0.00,0,0,
2025-03-21 21:43:00,14.97,50.58,2.82,299.40,1.00,0,0,0.01
2025-03-21 21:48:00,14.57,49.62,2.77,291.33,1.00,0,0,0.01
2025-03-21 21:53:00,14.16,49.66,2.77,283.20,0.00,0,0,
2025-03-21 21:58:00,14.83,49.51,2.76,296.60,1.00,0,0,0.03
2025-03-21 22:03:00,15.27,49.07,2.74,305.40,0.00,0,0,
2025-03-21 22:08:00,14.48,49.04,2.74,289.67,1.00,0,0,0.03
2025-03-21 22:13:00,14.87,49.46,2.76,297.40,1.00,0,0,0.01
2025-03-21 22:18:00,17.07,45.17,2.52,341.40,1.00,0,0,0.06
2025-03-21 22:23:00,16.02,46.86,2.61,320.47,1.00,0,0,0.04
2025-03-21 22:28:00,16.10,47.30,2.64,322.00,1.00,0,0,0.02
2025-03-21 22:33:00,15.92,49.59,2.77,318.40,1.00,0,0,0.01
2025-03-21 22:38:00,15.62,49.63,2.77,312.47,1.00,0,0,0.02
2025-03-21 22:43:00,16.03,49.86,2.78,320.60,1.00,0,0,0.01
2025-03-21 22:48:00,15.86,49.51,2.76,317.20,1.00,0,0,0.03
2025-03-21 22:53:00,17.02,49.13,2.74,340.47,1.00,0,0,0.01
2025-03-21 22:58:00,16.93,44.66,2.49,338.53,1.00,0,0,0.02
2025-03-21 23:03:00,16.57,45.54,2.54,331.47,1.00,0,0,0.04
2025-03-21 23:08:00,16.12,44.46,2.48,322.33,1.00,0,0,0.02
2025-03-21 23:13:00,14.74,47.14,2.63,294.80,1.00,0,0,0.06
2025-03-21 23:18:00,14.06,48.90,2.73,281.27,1.00,0,0,0.02
2025-03-21 23:23:00,14.51,48.83,2.73,290.13,1.00,0,0,0.01
2025-03-21 23:28:00,14.40,48.57,2.71,287.93,1.00,0,0,0.01
2025-03-21 23:33:00,13.54,48.78,2.72,270.87,1.00,0,0,0.01
2025-03-21 23:38:00,14.17,49.88,2.78,283.40,1.00,0,0,0.02
2025-03-21 23:43:00,13.87,49.90,2.78,277.47,1.00,0,0,0.04
2025-03-21 23:48:00,14.03,48.96,2.73,280.60,1.00,0,0,0.00
2025-03-21 23:53:00,14.92,50.05,2.79,298.40,1.00,0,0,0.01
2025-03-21 23:58:00,14.00,49.69,2.77,280.00,1.00,0,0,0.01
2025-03-22 00:03:00,14.07,49.55,2.77,281.40,1.00,0,0,0.01
2025-03-22 00:08:00,13.84,48.83,2.73,276.80,1.00,0,0,0.01
2025-03-22 00:13:00,13.91,48.48,2.71,278.27,1.00,0,0,0.00
2025-03-22 00:18:00,14.34,49.82,2.78,286.87,1.00,0,0,0.01
2025-03-22 00:23:00,14.11,50.06,2.79,282.20,1.00,0,0,0.01
2025-03-22 00:28:00,14.10,49.57,2.77,281.93,1.00,0,0,0.01
2025-03-22 00:33:00,13.50,49.12,2.74,270.00,1.00,0,0,0.01
2025-03-22 00:38:00,14.55,49.24,2.75,291.00,1.00,0,0,0.02
2025-03-22 00:43:00,14.46,49.23,2.75,289.13,1.00,0,0,0.01
2025-03-22 00:48:00,14.66,48.95,2.73,293.13,1.00,0,0,0.02
2025-03-22 00:53:00,13.94,49.68,2.77,278.80,1.00,0,0,0.02
2025-03-22 00:58:00,14.13,49.01,2.73,282.60,1.00,0,0,0.01
2025-03-22 01:03:00,13.54,49.25,2.75,270.87,1.00,0,0,0.01
2025-03-22 01:08:00,14.57,49.14,2.74,291.47,1.00,0,0,0.02
2025-03-22 01:13:00,14.87,49.06,2.74,297.40,1.00,0,0,0.01
2025-03-22 01:18:00,14.71,49.41,2.76,294.13,1.00,0,0,0.02
2025-03-22 01:23:00,14.51,48.79,2.72,290.13,1.00,0,0,0.00
2025-03-22 01:28:00,14.20,49.50,2.76,284.00,1.00,0,0,0.00
2025-03-22 01:33:00,14.57,49.75,2.78,291.33,1.00,0,0,0.01
2025-03-22 01:38:00,14.47,49.87,2.78,289.33,1.00,0,0,0.00
2025-03-22 01:43:00,14.32,49.78,2.78,286.47,1.00,0,0,0.01
2025-03-22 01:48:00,14.33,49.78,2.78,286.60,1.00,0,0,0.03
2025-03-22 01:53:00,14.16,49.72,2.77,283.27,1.00,0,0,0.01
2025-03-22 01:58:00,13.94,48.96,2.73,278.80,1.00,0,0,0.01
2025-03-22 02:03:00,13.84,48.99,2.73,276.73,1.00,0,0,0.01
2025-03-22 02:08:00,13.66,48.33,2.70,273.20,1.00,0,0,0.01
2025-03-22 02:13:00,13.76,48.24,2.69,275.13,1.00,0,0,0.02
2025-03-22 02:18:00,13.97,48.96,2.73,279.40,1.00,0,0,0.01
2025-03-22 02:23:00,14.78,48.82,2.72,295.53,1.00,0,0,0.02
2025-03-22 02:28:00,14.67,49.44,2.76,293.40,1.00,0,0,0.01
2025-03-22 02:33:00,14.61,49.19,2.75,292.13,1.00,0,0,0.01
2025-03-22 02:38:00,13.83,49.08,2.74,276.60,1.00,0,0,0.02
2025-03-22 02:43:00,14.54,49.60,2.77,290.80,1.00,0,0,0.01
2025-03-22 02:48:00,14.39,48.83,2.73,287.73,1.00,0,0,0.01
2025-03-22 02:53:00,14.41,48.56,2.71,288.20,1.00,0,0,0.02
2025-03-22 02:58:00,14.06,48.23,2.69,281.27,1.00,0,0,0.03
2025-03-22 03:03:00,14.26,48.60,2.71,285.27,1.00,0,0,0.00
2025-03-22 03:08:00,14.35,49.68,2.77,287.07,1.00,0,0,0.01
2025-03-22 03:13:00,14.72,49.87,2.78,294.47,1.00,0,0,0.01
2025-03-22 03:18:00,14.54,49.96,2.79,290.80,1.00,0,0,0.00
2025-03-22 03:23:00,13.94,48.74,2.72,278.87,1.00,0,0,0.01
2025-03-22 03:28:00,14.21,47.49,2.65,284.20,1.00,0,0,0.02
2025-03-22 03:33:00,13.79,48.04,2.68,275.87,1.00,0,0,0.00
2025-03-22 03:38:00,13.48,49.04,2.74,269.67,1.00,0,0,0.01
2025-03-22 03:43:00,14.12,48.42,2.70,282.40,1.00,0,0,0.01
2025-03-22 03:48:00,13.24,47.13,2.63,264.80,1.00,0,0,0.01
2025-03-22 03:53:00,13.63,48.33,2.70,272.53,1.00,0,0,0.01
2025-03-22 03:58:00,13.91,47.77,2.67,278.27,1.00,0,0,0.01
2025-03-22 04:03:00,14.47,49.35,2.75,289.40,1.00,0,0,0.01
2025-03-22 04:08:00,14.26,49.31,2.75,285.20,1.00,0,0,0.01
2025-03-22 04:13:00,13.97,48.90,2.73,279.33,1.00,0,0,0.01
2025-03-22 04:18:00,14.61,48.71,2.72,292.20,1.00,0,0,0.02
2025-03-22 04:23:00,13.92,47.67,2.66,278.40,1.00,0,0,0.09
2025-03-22 04:28:00,13.97,48.46,2.70,279.40,1.00,0,0,0.01
2025-03-22 04:33:00,14.31,48.49,2.71,286.13,1.00,0,0,0.04
2025-03-22 04:38:00,14.21,48.60,2.71,284.13,1.00,0,0,0.01
2025-03-22 04:43:00,14.40,48.06,2.68,288.00,1.00,0,0,0.02
2025-03-22 04:48:00,14.22,48.35,2.70,284.47,1.00,0,0,0.01
2025-03-22 04:53:00,14.13,48.13,2.69,282.60,1.00,0,0,0.02
2025-03-22 04:58:00,14.57,49.38,2.76,291.40,1.00,0,0,0.01
2025-03-22 05:03:00,14.47,49.15,2.74,289.33,1.00,0,0,0.01
2025-03-22 05:08:00,14.32,48.35,2.70,286.33,1.00,0,0,0.00
2025-03-22 05:13:00,14.65,48.35,2.70,293.07,1.00,0,0,0.00
2025-03-22 05:18:00,14.58,48.59,2.71,291.60,1.00,0,0,0.02
2025-03-22 05:23:00,14.85,49.09,2.74,297.00,1.00,0,0,0.01
2025-03-22 05:28:00,14.43,48.94,2.73,288.53,1.00,0,0,0.01
2025-03-22 05:33:00,14.32,49.00,2.73,286.47,1.00,0,0,0.01
2025-03-22 05:38:00,13.86,47.46,2.65,277.20,1.00,0,0,0.01
2025-03-22 05:43:00,14.23,49.44,2.76,284.53,1.00,0,0,0.01
2025-03-22 05:48:00,13.90,49.39,2.76,278.00,1.00,0,0,0.02
2025-03-22 05:53:00,13.49,49.71,2.77,269.73,1.00,0,0,0.01
2025-03-22 05:58:00,13.80,48.87,2.73,275.93,1.00,0,0,0.01
2025-03-22 06:03:00,13.93,49.38,2.76,278.67,1.00,0,0,0.03
2025-03-22 06:08:00,14.18,49.14,2.74,283.67,1.00,0,0,0.01
2025-03-22 06:13:00,14.17,48.35,2.70,283.47,1.00,0,0,0.02
2025-03-22 06:18:00,13.75,49.44,2.76,274.93,1.00,0,0,0.01
2025-03-22 06:23:00,13.49,49.44,2.76,269.80,1.00,0,0,0.01
2025-03-22 06:28:00,14.32,49.64,2.77,286.33,1.00,0,0,0.03
2025-03-22 06:33:00,13.38,48.80,2.72,267.53,1.00,0,0,0.01
